"","POPULATION","CU_NAME","FULL_CU_IN","POP_ID","SPECIES_QUALIFIED","SPECIES","AREA","FAZ","MAZ","StreamOrder","QUALITY","weight","nYears","forestDD","trend1","trend2","trend3","trend4","trend5","region","spawnEco","rearEco","AgriculturePCT","UrbanPCT","RIPDSTPCT","Linear_Dev_noRoads","ForestRoadsDEN_km_km2","NonForestRoadsDEN_km_km2","STRMXDEN","FORDST_PCT","ECAPCT","MPB_pct","WATER_LIC","WWD_count"
"CO46501","Danforth Creek (Salmon Arm) Coho Run 1","SOUTH THOMPSON","CO-8",46501,"CO","Coho","29K","STh","GStr",3,3.71428571428571,0.119202922022118,19,0,0.0600731788901988,0.062624769367454,0.133492936528644,0.062624769367454,0.182840461199586,"Fraser","Coho","Coho",0,0,24.65207067,0.245158135,0.042376773,1.958702168,0.209657093,20.50377427,9.237640378,0.028685748,0,0
"CO46511","Noisy Creek (Salmon Arm) Coho Run 1","SOUTH THOMPSON","CO-8",46511,"CO","Coho","29K","STh","GStr",7,4.4,0.119202922022118,20,0,-0.0154368591097364,-0.0150381904645219,-0.0226859112571388,-0.0150381904645219,-0.0586465097363339,"Fraser","Coho","Coho",0,0.454944177,10.53177987,0,0.263407973,1.421973762,0.259236883,17.44944576,10.72472892,0.035217328,6,2
"CO46521","Wap Creek (Salmon Arm) Coho Run 1","SOUTH THOMPSON","CO-8",46521,"CO","Coho","29K","STh","GStr",7,3.55555555555556,0.119202922022118,41,0,0.0129189991468975,0.0138992828161731,0.00859828086040837,0.0125873050966997,-0.0507777793020393,"Fraser","Coho","Coho",0,0,10.00444614,0,0.37055517,1.387553412,1.180453338,14.5075473,7.848078339,0.500771189,4,0
"CO46532","Ireland Creek (Salmon Arm) Coho Run 1","SOUTH THOMPSON","CO-8",46532,"CO","Coho","29K","STh","GStr",7,3.3,0.119202922022118,30,0,-0.00315585735889208,-0.00237774846604046,0.0298765194821912,0.0474494143817087,0.095246976030223,"Fraser","Coho","Coho",0,0.013060064,10.25732764,0.003677588,0.238798268,2.247596722,0,12.36994864,10.67625463,0.227640798,5,0
"CO46542","Bessette Creek (Salmon Arm) Coho Run 1","SOUTH THOMPSON","CO-8",46542,"CO","Coho","29K","STh","GStr",6,3.5,0.119202922022118,41,1,0.00884715569617091,0.00832279319995268,-0.0117750736408382,-0.02665632774083,-0.0941757321514107,"Fraser","Coho","Coho",0,2.061897521,16.89668783,0.204849698,0.175635065,3.3065777,0.20930179,14.27130309,13.82429369,0.536238923,91,16
"CO46552","Creighton Creek (Salmon Arm) Coho Run 1","SOUTH THOMPSON","CO-8",46552,"CO","Coho","29K","STh","GStr",4,3.66666666666667,0.119202922022118,41,0,-0.00160096557126475,-0.000481152435478844,0.0331251713275783,-0.0135656692500489,0.0995881918082385,"Fraser","Coho","Coho",0,0,12.791443,0.00226731,0.38682385,2.310924324,0.856203423,22.94943111,16.36536988,2.815322308,50,0
"CO46572","Harris Creek (Salmon Arm) Coho Run 1","SOUTH THOMPSON","CO-8",46572,"CO","Coho","29K","STh","GStr",5,3.35,0.119202922022118,42,0,0.0262734304541249,0.0273533706533672,0.063457747033427,0.0153252062675314,0.177734558567787,"Fraser","Coho","Coho",0,0,6.116763174,0,0.372336518,0.833238412,0.098943862,14.52779515,12.20649491,1.295547077,0,0
"CO46582","North Thompson River (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46582,"CO","Coho","29J","NTh","GStr",8,3.45,0.119202922022118,45,0,-0.0211281037565998,-0.0201612589874817,-0.0214356259074307,-0.0251441625030871,-0.0334109488656799,"Fraser","Coho","Coho",8.834650013,14.26902347,23.79621283,0.364278547,0.03895268,2.785210381,0.073392131,7.66154045,18.57166125,0.588416327,35,0
"CO46602","Barriere River (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46602,"CO","Coho","29J","NTh","GStr",8,3.41666666666667,0.119202922022118,33,0,0.0121506444957906,0.0137953857408945,0.0276115267673421,0.0700921420714307,0.0210458858969728,"Fraser","Coho","Coho",2.877452666,3.749574377,99.46551235,0.610979413,0,4.162039811,0.848257797,40.39170383,43.16850012,36.20979372,26,2
"CO46612","East Barriere River (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46612,"CO","Coho","29J","NTh","GStr",6,3.65,0.119202922022118,43,0,-0.0797456248214614,-0.0797839717112217,-0.0488538352610552,-0.0610866727918662,0.0247890476258639,"Fraser","Coho","Coho",0,0,31.33740276,0,0.368813208,2.477022299,0.072916031,44.41505875,19.74552159,2.508782179,6,0
"CO46622","Haggard Creek (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46622,"CO","Coho","29J","NTh","GStr",4,3.61111111111111,0.119202922022118,30,0,-0.0305168253250873,-0.0304801050049107,-0.0148669712142139,0.00531399894109409,0.00725354794029653,"Fraser","Coho","Coho",0.037221184,0,30.50574284,0,0.413526247,2.243768504,0.904051195,37.40133141,27.37831254,3.387159765,12,0
"CO46632","Fennell Creek (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46632,"CO","Coho","29J","NTh","GStr",5,3.66666666666667,0.119202922022118,29,0,0.0293685780579464,0.0330476236589372,0.0397761675528065,0.025124810890594,NA,"Fraser","Coho","Coho",0,0,17.71216515,0,0.218905953,1.306915295,0.353267406,23.57634204,13.70525376,14.41773057,0,0
"CO46662","Mctaggart Creek (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46662,"CO","Coho","29J","NTh","GStr",4,7,0.119202922022118,15,0,-0.070405817868217,-0.070405817868217,-0.070405817868218,NA,NA,"Fraser","Coho","Coho",4.712070607,0.08459174,15.72898905,0,0.123155249,1.835739309,1.163548607,7.205896674,12.14066069,2.784580032,9,0
"CO46672","Mann Creek (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46672,"CO","Coho","29J","NTh","GStr",5,3.36842105263158,0.119202922022118,38,0,-0.0194788516051566,-0.0190800709787512,-0.0447482599099828,-0.0362115290993237,-0.11030519979193,"Fraser","Coho","Coho",0.292983743,0.047136709,26.6394745,0.028499707,0.028884004,2.760017065,0.336393761,33.00412662,27.13065456,6.595911879,3,0
"CO46682","Clearwater River (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46682,"CO","Coho","29J","NTh","GStr",8,4.16666666666667,0.119202922022118,23,0,-0.0810646709793843,-0.080193798879839,-0.0650894670127817,-0.027678454023482,NA,"Fraser","Coho","Coho",0.075659683,0.955385259,8.543538766,0.044765614,0.121215399,2.261965744,0.094824741,10.53567612,14.6289402,6.406428045,5,0
"CO46702","Mahood River (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46702,"CO","Coho","29J","NTh","GStr",7,4,0.119202922022118,10,0,-0.0812854822551637,-0.0812854822551637,-0.0758922060553491,NA,NA,"Fraser","Coho","Coho",0,0,6.20109054,0,0.321910684,0.926034909,0.305622369,7.901121204,16.88559086,5.6559791,0,0
"CO46712","Raft River (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46712,"CO","Coho","29J","NTh","GStr",6,3.35,0.119202922022118,43,0,0.0165635299602949,0.0180064640852766,0.0185791530539416,0.0285690565826159,0.00661867843477886,"Fraser","Coho","Coho",0.907029007,0.369749278,13.55488508,0.083618567,0.051841105,2.546671763,0,29.64127592,21.17375079,3.002841141,8,0
"CO46722","Reg Christie Creek (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46722,"CO","Coho","29J","NTh","GStr",4,3.35,0.119202922022118,44,0,0.026820206012683,0.0276992335709844,0.0139082978224355,0.070630204223677,-0.0583175422142051,"Fraser","Coho","Coho",0.033741801,0,29.09723075,0,0.122431481,2.804289285,0.53530171,39.92547208,24.72090196,8.432686292,10,0
"CO46733","Wire Cache Creek (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46733,"CO","Coho","29J","NTh","GStr",6,3.58823529411765,0.119202922022118,36,0,-0.0121611734976492,-0.0123678684079429,-0.00879595928659996,0.0222181784101766,-0.0297612792106885,"Fraser","Coho","Coho",0.209996966,0.282694074,13.74956533,0.359585848,0.218641084,1.550939825,0.992709586,14.88748211,12.17412874,11.1458639,6,0
"CO46743","Avola Creek (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46743,"CO","Coho","29J","NTh","GStr",6,3.31578947368421,0.119202922022118,37,0,0.120887165164944,0.121662733571205,0.10117203420464,0.137520280996678,0.0568794468301955,"Fraser","Coho","Coho",0.209996966,0.282694074,13.74956533,0.359585848,0.218641084,1.550939825,0.992709586,14.88748211,12.17412874,11.1458639,6,0
"CO46753","Shannon Creek (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46753,"CO","Coho","29J","NTh","GStr",6,3.47058823529412,0.119202922022118,27,0,0.0869409128768083,0.0877204063295477,0.075111926957447,0.0877204063295477,0.0862451197497658,"Fraser","Coho","Coho",0,0.04278167,11.04687988,0.307902223,0.227463346,1.522525644,0.662210381,12.25660536,14.92003322,2.019936936,6,0
"CO46761","Crossing Creek (Clearwater) Coho","NORTH THOMPSON","CO-9",46761,"CO","Coho","29J","NTh","GStr",6,5,0.119202922022118,10,0,0.0173394143474528,0.0173394143474528,-0.0473006452148944,NA,NA,"Fraser","Coho","Coho",0,0.04278167,11.04687988,0.307902223,0.227463346,1.522525644,0.662210381,12.25660536,14.92003322,2.019936936,6,0
"CO46764","Tumtum Creek (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46764,"CO","Coho","29J","NTh","GStr",4,3.10526315789474,0.119202922022118,41,0,0.0209155560422552,0.0202374868724075,-0.00307537421167103,0.0396313859520724,-0.100027161582779,"Fraser","Coho","Coho",0,0,15.87781536,0.394453781,0.274210217,1.578010239,1.131653501,21.5083262,22.01803316,1.468583623,0,0
"CO46774","Lion Creek (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46774,"CO","Coho","29J","NTh","GStr",4,3.15,0.119202922022118,45,0,0.00920591113527484,0.00958150669079726,0.00934429612967355,0.0127816655186986,7.09903373674788e-05,"Fraser","Coho","Coho",0,0,22.88603769,0.123443501,0.173293902,1.500282442,0.523073374,21.39352782,11.10760333,1.741998991,1,0
"CO46784","Finn Creek (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46784,"CO","Coho","29J","NTh","GStr",5,3.4,0.119202922022118,38,0,-0.00493069122183725,-0.00513630605758304,-0.0181926481996074,-0.0492008823291586,-0.0513170745506654,"Fraser","Coho","Coho",0,0.043974147,25.41295924,0.148155507,0.076696898,2.074438144,0.822483988,29.39702019,12.39621138,3.642018396,2,0
"CO46795","Blue River (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46795,"CO","Coho","29J","NTh","GStr",5,3.75,0.119202922022118,25,0,0.0306125365320735,0.0316637254547339,0.0765667665498626,0.148393372083105,NA,"Fraser","Coho","Coho",0,2.604847765,16.76264616,0.113582691,0.010835089,2.442919858,0.47384516,24.18649107,11.16233929,0.989599649,2,2
"CO46805","Cedar Creek (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46805,"CO","Coho","29J","NTh","GStr",6,3.42105263157895,0.119202922022118,34,0,-0.0149975530618736,-0.0146850704889313,0.0313015434098873,0.0609334938062504,0.139525278596438,"Fraser","Coho","Coho",0,0.473019066,13.78711619,0.479202394,0.024263513,1.861425251,0.28994483,24.88799937,11.44463242,0.473177245,5,2
"CO46815","Cook Creek (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46815,"CO","Coho","29J","NTh","GStr",6,3.2,0.119202922022118,37,0,0.0209521289021957,0.0213912764990256,0.0221861627349935,0.0639969072268197,0.0254151419126288,"Fraser","Coho","Coho",0,0.473019066,13.78711619,0.479202394,0.024263513,1.861425251,0.28994483,24.88799937,11.44463242,0.473177245,5,2
"CO46825","Albreda River (Clearwater) Coho Run 1","NORTH THOMPSON","CO-9",46825,"CO","Coho","29J","NTh","GStr",6,3.35,0.119202922022118,38,0,0.0281131738073257,0.0287970170175115,0.0378974844755926,0.0629102635159334,0.0458031277856012,"Fraser","Coho","Coho",0,0,11.32339728,0.451641552,0.042554021,1.177773418,0.496451629,15.56749064,6.47660154,0.060084181,0,2
"CO46845","Chilko River (Williams Lake Area) Coho Run 1","INTERIOR FRASER","CO-48",46845,"CO","Coho","29G","MFR","GStr",8,4.35294117647059,0.268941421369995,18,0,0.0636516004029905,0.059467992220191,0.0500345355506373,0.059467992220191,0.0626901674988731,"Fraser","Coho","Coho",3.990480674,0.025842995,13.40900308,0,0.001278986,1.423377335,0.10198404,22.16685319,15.90797209,2.126466155,7,0
"CO46895","Horsefly River (Williams Lake Area) Coho Run 1","INTERIOR FRASER","CO-48",46895,"CO","Coho","29G","MFR","GStr",7,4.27777777777778,0.119202922022118,19,0,-0.0604483859634355,-0.0629732422280986,-0.098808518976255,-0.0629732422280986,-0.0892949658894898,"Fraser","Coho","Coho",0,0,11.89321633,0.047780365,0.429131762,2.488667226,0.387952275,16.78378665,14.27274656,0.683557575,6,0
"CO46915","Mitchell River (Williams Lake Area) Coho Run 1","INTERIOR FRASER","CO-48",46915,"CO","Coho","29G","MFR","GStr",6,4.4,0.268941421369995,16,0,-0.138140263385354,-0.139139040980746,-0.152700194902708,-0.139139040980746,-0.139158696716777,"Fraser","Coho","Coho",0,0,3.108514932,0,0,0.362524946,0.09192568,5.216600622,2.607026937,0,0,0
"CO46964","Lillooet River (Lower) Coho","LILLOOET","CO-4",46964,"CO","Coho","29D","LILL","GStr",7,7,0.119202922022118,41,0,0.0123611070591446,0.0123611070591446,0.0123611070591453,NA,NA,"Fraser","Coho","Coho",1.254315704,0.344709104,24.47743483,0.03860827,0.02457536,0.802667627,0.48965969,12.06957913,9.999554055,2.50180161,29,2
"CO46968","Worth Creek (Mission) Coho","LOWER FRASER","CO-47",46968,"CO","Coho","29D","LFR","GStr",3,3,0.119202922022118,48,0,0.0495396774018645,0.0495396774018645,0.0555999916230053,0.0684924738897043,NA,"Fraser","Coho","Coho",0,0,29.85121643,0.127090697,0.187916702,2.447765503,0.119687348,36.8673894,14.46402281,0,2,0
"CO46970","Hawkins Creek (Mission) Coho","LOWER FRASER","CO-47",46970,"CO","Coho","29D","LFR","GStr",5,7,0.119202922022118,24,0,0.00982427881127932,0.00982427881127932,0.00982427881127912,NA,NA,"Fraser","Coho","Coho",1.049612344,0.044439199,30.65454971,0.077155278,0.499296574,2.226318513,0.237565464,32.0111704,16.16410099,0,5,0
"CO46975","Pye Creek (Mission) Coho","LOWER FRASER","CO-47",46975,"CO","Coho","29D","LFR","GStr",10,7,0.119202922022118,39,0,0.013171495940836,0.013171495940836,0.0131714959408351,-0.0127636375512119,NA,"Fraser","Coho","Coho",23.6047054,1.740051115,23.11383478,0.143530555,0.226277696,1.534766253,0.356853885,6.449262417,6.180675033,0.034404344,70,3
"CO46977","Siddall Creek (Mission) Coho","LOWER FRASER","CO-47",46977,"CO","Coho","29D","LFR","GStr",10,3,0.119202922022118,51,0,0.0485823631000086,0.0485823631000085,0.0340567014190365,-0.013610360759753,NA,"Fraser","Coho","Coho",23.6047054,1.740051115,23.11383478,0.143530555,0.226277696,1.534766253,0.356853885,6.449262417,6.180675033,0.034404344,70,3
"CO46979","Sumas River (Chilliwack) Coho","LOWER FRASER","CO-47",46979,"CO","Coho","29E","LFR","GStr",10,7,0.119202922022118,33,0,-0.00387388575504134,-0.00387388575504132,-0.00387388575504171,NA,NA,"Fraser","Coho","Coho",13.53251006,3.6706893,22.15907205,0.245989855,0.269882938,2.005936493,0.074203752,8.892615478,8.73652315,0,43,6
"CO46982","Chilliwack River (Chilliwack) Coho","LOWER FRASER","CO-47",46982,"CO","Coho","29E","LFR","GStr",6,6.25,0.119202922022118,44,0,-0.0401067369649191,-0.0395250440394819,-0.0328530524477003,-0.020006945455236,NA,"Fraser","Coho","Coho",0,0.135795971,19.29576208,0.023019271,0.639913395,1.528830727,0.717893072,23.23534269,15.10813374,0,20,0
"CO46987","Chilliwack River (Upper) (Chilliwack) Coho","LOWER FRASER","CO-47",46987,"CO","Coho","29E","LFR","GStr",6,7,0.119202922022118,25,0,0.0543814445396182,0.0543814445396182,0.0543814445396195,NA,NA,"Fraser","Coho","Coho",0,0.135795971,19.29576208,0.023019271,0.639913395,1.528830727,0.717893072,23.23534269,15.10813374,0,20,0
"CO46992","Salwein Creek (Chilliwack) Coho","LOWER FRASER","CO-47",46992,"CO","Coho","29E","LFR","GStr",6,6.33333333333333,0.119202922022118,47,1,0.041714691784629,0.0405053089115507,0.0160215168805998,-0.230737858786213,NA,"Fraser","Coho","Coho",30.7086174,18.00024392,45.1243003,0.608815155,0.053256244,3.45643146,0.761785968,5.081255845,21.97800839,0,72,4
"CO46996","Street Creek (Chilliwack) Coho Run 1","LOWER FRASER","CO-47",46996,"CO","Coho","29E","LFR","GStr",6,3.57142857142857,0.119202922022118,35,1,-0.0524317791662445,-0.0523287752341934,-0.0478819744060137,-0.0887638099995081,NA,"Fraser","Coho","Coho",30.7086174,18.00024392,45.1243003,0.608815155,0.053256244,3.45643146,0.761785968,5.081255845,21.97800839,0,72,4
"CO47005","Hopedale Slough (Chilliwack) Coho Run 1","LOWER FRASER","CO-47",47005,"CO","Coho","29E","LFR","GStr",6,3,0.119202922022118,27,0,0.0309340453738941,0.0267986449703497,0.0531556654379676,0.036460444544193,0.0486498835529887,"Fraser","Coho","Coho",30.7086174,18.00024392,45.1243003,0.608815155,0.053256244,3.45643146,0.761785968,5.081255845,21.97800839,0,72,4
"CO47012","Barrett Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47012,"CO","Coho","29E","LFR","GStr",6,6.33333333333333,0.119202922022118,20,0,-0.00301680449029737,-0.00804601007065097,-0.0219742556629133,-0.0328338844587766,NA,"Fraser","Coho","Coho",1.150187447,3.46253501,20.38282983,0.037117605,0.1541213,2.664685738,1.341042314,16.19677061,11.9115376,0,129,0
"CO47016","Sweltzer River (Chilliwack) Coho","LOWER FRASER","CO-47",47016,"CO","Coho","29E","LFR","GStr",4,7,0.119202922022118,36,0,-0.072365023483493,-0.072365023483493,-0.0723650234834941,NA,NA,"Fraser","Coho","Coho",0.577296457,2.071174525,5.571851272,0,0.023678713,2.170919842,0.475100274,3.148190325,6.153597633,0,50,16
"CO47022","Ryder Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47022,"CO","Coho","29E","LFR","GStr",6,6.33333333333333,0.119202922022118,32,0,-0.0170289786298813,-0.0250424357483348,-0.0568604824526312,-0.157937303306908,NA,"Fraser","Coho","Coho",1.150187447,3.46253501,20.38282983,0.037117605,0.1541213,2.664685738,1.341042314,16.19677061,11.9115376,0,129,0
"CO47029","Thurston Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47029,"CO","Coho","29E","LFR","GStr",6,6.25,0.119202922022118,12,0,0.0252977618688117,0.0293189431878415,0.0398549274737833,0.000593916645651244,NA,"Fraser","Coho","Coho",0,0.135795971,19.29576208,0.023019271,0.639913395,1.528830727,0.717893072,23.23534269,15.10813374,0,20,0
"CO47031","Borden Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47031,"CO","Coho","29E","LFR","GStr",6,6.25,0.119202922022118,46,0,-0.018304732059653,-0.0143584145992271,-0.00746611709684171,-0.0584804577473061,NA,"Fraser","Coho","Coho",0,0.135795971,19.29576208,0.023019271,0.639913395,1.528830727,0.717893072,23.23534269,15.10813374,0,20,0
"CO47033","Slesse Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47033,"CO","Coho","29E","LFR","GStr",5,6.33333333333333,0.119202922022118,39,0,0.0345072048781917,0.0324696913928465,0.0393539364504398,0.0691507172320086,NA,"Fraser","Coho","Coho",0,0,12.97021937,0,0.140806686,1.317327717,0.722568732,20.84564972,7.809109628,0,1,0
"CO47036","Foley Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47036,"CO","Coho","29E","LFR","GStr",5,6.33333333333333,0.119202922022118,32,0,0.0222154985849671,0.0230693407449266,0.0147794983488311,-0.0963715081319906,NA,"Fraser","Coho","Coho",0,0,14.7172739,0.007459793,0.349357688,0.854879894,0.07326084,20.19081851,7.281981595,0.003964403,0,0
"CO47039","Nesakwatch Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47039,"CO","Coho","29E","LFR","GStr",4,6.25,0.119202922022118,30,0,-0.00767869367349478,-0.00904516874091258,-0.0179323601256373,-0.0236909212024178,NA,"Fraser","Coho","Coho",0,0,11.98026758,0,0.019081552,0.692658288,0.208073693,13.32538865,4.553821293,0,0,0
"CO47044","Fourteen Mile Creek (Chilliwack) Coho Run 1","LOWER FRASER","CO-47",47044,"CO","Coho","29E","LFR","GStr",5,7,0.119202922022118,21,0,0.0292120301499955,0.0316238026868799,0.0244145282766774,-0.0118891626861655,NA,"Fraser","Coho","Coho",0,0.038485888,4.729025924,0,0.300527116,1.06276053,1.53725182,5.373278974,7.432143906,0.082299262,10,0
"CO47051","Fifteen Mile Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47051,"CO","Coho","29E","LFR","GStr",5,6.33333333333333,0.119202922022118,20,0,-0.0308551205578557,-0.036492029867837,-0.0606057203721701,-0.13005652455519,NA,"Fraser","Coho","Coho",0,0.038485888,4.729025924,0,0.300527116,1.06276053,1.53725182,5.373278974,7.432143906,0.082299262,10,0
"CO47058","Post Creek (Chilliwack) Coho Run 1","LOWER FRASER","CO-47",47058,"CO","Coho","29E","LFR","GStr",3,3.4,0.119202922022118,34,0,0.0173639184634356,0.0166504869620663,0.00535777486014532,-0.00418995719849665,-0.169666831258059,"Fraser","Coho","Coho",0,0,0.255128701,0,0.005234017,0.248205978,0.576982428,1.187611318,0.552644541,0.011720662,0,0
"CO47065","Paleface Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47065,"CO","Coho","29E","LFR","GStr",5,6.25,0.119202922022118,25,0,-0.0181228832834666,-0.0155093700003692,-0.0248850037030627,-0.0698170518149267,NA,"Fraser","Coho","Coho",0,0,2.040567908,0,0.000231265,0.349844132,0.072396706,0.58356372,0.752644234,0.01112704,4,2
"CO47067","Depot Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47067,"CO","Coho","29E","LFR","GStr",4,6.14285714285714,0.119202922022118,25,0,0.0497209368735132,0.0490689019859107,0.0443619248036751,-0.00562627237681595,NA,"Fraser","Coho","Coho",0,0,21.53815578,0,0.052182259,0.913183692,0.109116135,19.66599126,5.760249493,1.375253332,0,0
"CO47070","Stewart Slough (Chilliwack) Coho","LOWER FRASER","CO-47",47070,"CO","Coho","29E","LFR","GStr",3,7,0.119202922022118,15,0,-0.0097379298093109,-0.00973792980931091,-0.0097379298093111,NA,NA,"Fraser","Coho","Coho",68.52939066,5.90031737,88.21690685,0.532253657,0.031396156,2.239931952,0.327746338,4.325977669,8.123680632,0,42,0
"CO47071","Lonzo Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47071,"CO","Coho","29E","LFR","GStr",3,7,0.119202922022118,29,1,-0.0209440070589674,-0.0209440070589674,-0.0209440070589675,NA,NA,"Fraser","Coho","Coho",30.09075499,49.89693235,77.47085356,0.595598502,0,6.220163981,1.387637352,0,51.57636751,0,39,6
"CO47076","Atchelitz Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47076,"CO","Coho","29E","LFR","GStr",4,7,0.119202922022118,32,1,-0.00875328456132552,-0.00875328456132551,-0.00875328456132619,NA,NA,"Fraser","Coho","Coho",31.05941248,38.77399234,66.69892297,0.604447599,0,5.923238106,0.831131731,0.112781976,41.38331168,0,58,2
"CO47078","Luckakuck Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47078,"CO","Coho","29E","LFR","GStr",4,7,0.119202922022118,40,1,-0.0177176067534248,-0.0177176067534248,-0.0177176067534251,NA,NA,"Fraser","Coho","Coho",31.05941248,38.77399234,66.69892297,0.604447599,0,5.923238106,0.831131731,0.112781976,41.38331168,0,58,2
"CO47080","Hope Slough (Chilliwack) Coho","LOWER FRASER","CO-47",47080,"CO","Coho","29E","LFR","GStr",4,7,0.119202922022118,26,1,-0.0176542012587415,-0.0176542012587415,-0.0176542012587419,NA,NA,"Fraser","Coho","Coho",59.60684374,16.66065759,52.04656875,0,0,3.450184892,0,0.096411418,18.7604026,0,18,0
"CO47083","Elk Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47083,"CO","Coho","29E","LFR","GStr",4,7,0.119202922022118,45,1,0.00828641449097988,0.00828641449097987,0.00828641449098139,-0.0480563915722556,NA,"Fraser","Coho","Coho",51.34294059,14.50587719,62.0907262,0.61846485,0,2.146467389,0.732695402,0.50081754,15.96308512,0,26,12
"CO47085","Dunville Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47085,"CO","Coho","29E","LFR","GStr",4,7,0.119202922022118,38,1,-0.0284020325644036,-0.0284020325644036,-0.0284020325644036,NA,NA,"Fraser","Coho","Coho",51.34294059,14.50587719,62.0907262,0.61846485,0,2.146467389,0.732695402,0.50081754,15.96308512,0,26,12
"CO47090","Popcum Creek Coho","LOWER FRASER","CO-47",47090,"CO","Coho","29D","LFR","GStr",4,7,0.119202922022118,14,0,0.00149499675645328,0.00149499675645331,0.00149499675644471,NA,NA,"Fraser","Coho","Coho",3.932249876,7.217622096,20.73310845,0.3918302,0.00603639,2.774597559,2.159577701,15.09644127,10.96536979,0,17,6
"CO47093","Maria Slough (Mission) Coho","LOWER FRASER","CO-47",47093,"CO","Coho","29D","LFR","GStr",3,7,0.119202922022118,42,0,-0.0382570728244722,-0.0382570728244722,-0.0382570728244719,NA,NA,"Fraser","Coho","Coho",24.37831944,3.989224433,25.37741152,0.785846385,0.070564678,1.708597948,0.267694038,4.749217253,9.469860476,0,12,4
"CO47097","Hicks Creek (Mission) Coho","LOWER FRASER","CO-47",47097,"CO","Coho","29D","LFR","GStr",3,3,0.119202922022118,54,0,-0.0107398539739703,-0.0117161112956403,0.000548109098622527,0.0387148080637373,NA,"Fraser","Coho","Coho",24.37831944,3.989224433,25.37741152,0.785846385,0.070564678,1.708597948,0.267694038,4.749217253,9.469860476,0,12,4
"CO47100","Wahleach Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47100,"CO","Coho","29E","LFR","GStr",5,7,0.119202922022118,29,0,0.0178260357269286,0.0178260357269286,0.0178260357269287,NA,NA,"Fraser","Coho","Coho",0.606030771,0.194270655,16.35669044,0.082014926,0.330532679,1.281936902,0.687443492,15.24124144,10.86598654,0.003347004,14,0
"CO47103","Lorenzetta Creek (Chilliwack) Coho","LOWER FRASER","CO-47",47103,"CO","Coho","29E","LFR","GStr",5,7,0.119202922022118,43,0,-0.0314799119941734,-0.0314799119941734,-0.0314799119941746,NA,NA,"Fraser","Coho","Coho",0.606030771,0.194270655,16.35669044,0.082014926,0.330532679,1.281936902,0.687443492,15.24124144,10.86598654,0.003347004,14,0
"CO47107","Mahood Creek (Mission) Coho","LOWER FRASER","CO-47",47107,"CO","Coho","29D","LFR","GStr",4,7,0.119202922022118,28,0,-0.0449379020257468,-0.0449379020257468,-0.0449379020257495,NA,NA,"Fraser","Coho","Coho",0,0,39.99550133,0.402340234,0.34193361,1.784960971,0.764591692,31.15333433,18.07746612,0,0,0
"CO47111","Ruby Creek (Mission) Coho","FRASER CANYON","CO-5",47111,"CO","Coho","29D","FRCany","GStr",5,7,0.119202922022118,21,0,-0.00677862779716995,-0.00677862779716995,-0.00677862779716923,NA,NA,"Fraser","Coho","Coho",0,0.054082037,55.38566017,0.205741194,0.462832246,1.700983072,0.171724091,44.10044212,15.0963271,0,9,0
