"MAP_LABEL","GFE_ID","SYSTEM_SITE","GFE_TYPE","SPECIES_QUALIFIED","Y_LAT","X_LONGT","FAZ_ACRO","MAZ_ACRO","JAZ_ACRO","CU_NAME","CU_ACRO","CU_LAT","CU_LONGT","CU_TYPE","CU_INDEX","FULL_CU_IN","SBJ_ID","POP_ID","IS_INDICATOR","CMNTS","EFFECTIVE_DT","WATERSHED_CDE","FWA_WATERSHED_CDE"
39,695,"MOSQUITO CREEK","Stream","CM","49.314532574","-123.091041785","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,49862,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-069000-00000-00000-0000-0000-000-000-000-000-000-000","900-081129-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
40,686,"MOSSOM CREEK","Stream","CM","49.299501688","-122.868376008","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,49817,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-046300-00000-00000-0000-0000-000-000-000-000-000-000","900-058209-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
41,702,"NELSON CREEK","Stream","CM","49.356377955","-123.268604455","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,49887,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-075500-00000-00000-0000-0000-000-000-000-000-000-000","900-088087-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
42,685,"NOONS CREEK","Stream","CM","49.284087398","-122.834368151","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,49812,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-045300-00000-00000-0000-0000-000-000-000-000-000-000","900-057239-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
43,748,"OUILLET CREEK","Stream","CM","49.466771767","-123.487183491","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,50166,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-111600-00000-00000-0000-0000-000-000-000-000-000-000","900-119078-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
44,727,"PILLCHUCK CREEK","Stream","CM","49.865784475","-123.23575496","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,50026,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-097600-28400-00000-0000-0000-000-000-000-000-000-000","900-105574-291132-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
45,741,"POTLATCH CREEK","Stream","CM","49.581504728","-123.314995138","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,50096,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-104300-00000-00000-0000-0000-000-000-000-000-000-000","900-111440-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
46,743,"RAINY RIVER","Stream","CM","49.521970511","-123.480598871","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,50116,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-109100-00000-00000-0000-0000-000-000-000-000-000-000","900-116425-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
47,687,"RICHARDS CREEK","Stream","CM","49.384436198","-122.863507804","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,49822,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-052700-00000-00000-0000-0000-000-000-000-000-000-000","900-064646-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
48,691,"SEYMOUR RIVER","Stream","CM","49.303041571","-123.025067116","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,49842,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-066100-00000-00000-0000-0000-000-000-000-000-000-000","900-078372-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
49,772,"SHANNON CREEK","Stream","CM","49.67443476","-123.161242094","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,48800,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-090400-00000-00000-0000-0000-000-000-000-000-000-000","900-102436-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
50,737,"SHOVELNOSE CREEK","Stream","CM","50.06835578","-123.343319207","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,50073,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-097600-63100-00000-0000-0000-000-000-000-000-000-000","900-105574-624674-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
51,747,"SOUTH TWIN CREEK","Stream","CM","49.479415579","-123.485094679","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,50156,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-111200-00000-00000-0000-0000-000-000-000-000-000-000","900-118666-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
52,736,"SPRING CREEK","Stream","CM","50.020386544","-123.351977799","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,50068,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-097600-56300-00000-0000-0000-000-000-000-000-000-000","900-105574-560641-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
53,708,"SQUAMISH RIVER","Stream","CM","49.700834311","-123.18275086","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,49927,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-097600-00000-00000-0000-0000-000-000-000-000-000-000","900-105574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
54,705,"STAWAMUS RIVER","Stream","CM","49.688402361","-123.151016995","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,49910,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-091000-00000-00000-0000-0000-000-000-000-000-000-000","900-102882-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
55,706,"STAWAMUS SPAWNING CHANNEL","Artificial Channel","CM","49.68860765","-123.151111812","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,49917,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-091000-00000-00000-0000-0000-000-000-000-000-000-000","900-102882-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
56,724,"TENDERFOOT CREEK","Stream","CM","49.817013147","-123.150099568","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,50013,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-097600-12900-07804-0000-0000-000-000-000-000-000-000","900-105574-143635-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
57,703,"TERMINAL CREEK","Stream","CM","49.385419507","-123.34332907","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,49892,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-074000-76000-16300-0000-0000-000-000-000-000-000-000","905-354245-702008-180383-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
58,363,"THIRTY SEVEN MILE CREEK","Stream","CM","50.129194601","-123.397931576","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,45664,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-097600-73100-00000-0000-0000-000-000-000-000-000-000","900-105574-719779-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
59,738,"THIRTY-SIX MILE CREEK","Stream","CM","50.116635471","-123.389654245","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,50078,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-097600-00000-00000-0000-0000-000-000-000-000-000-000","900-105574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
60,713,"TIEMPO SPAWNING CHANNEL","Artificial Channel","CM","49.7298","-123.1213","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,49953,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-097600-05100-00000-0000-0000-000-000-000-000-000-000","900-105574-066486-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
61,735,"TWENTY EIGHT MILE CREEK","Stream","CM","49.997550669","-123.323662486","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,50063,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-097600-52600-00000-0000-0000-000-000-000-000-000-000","900-105574-521716-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
62,723,"UPPER PARADISE CHANNEL","Artificial Channel","CM","49.8299","-123.1513","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,50008,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-097600-12900-00000-0000-0000-000-000-000-000-000-000","900-105574-143635-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
63,752,"WEST BAY CREEK","Stream","CM","49.461879607","-123.419264721","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,49457,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-079000-36000-00000-0000-0000-000-000-000-000-000-000","905-362156-370805-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
64,751,"WHISPERING CREEK","Stream","CM","49.471845468","-123.401752268","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,49452,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"",""
65,730,"WILDWOOD SPAWNING CHANNEL","Artificial Channel","CM","49.933710769","-123.299926727","SC","GStr","SC+GStr","HOWE SOUND-BURRARD INLET","HOWE","49.6271124538769","-123.221078933708","Current","3","CM-3",4,50043,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"",""
1,1438,"BUCK CREEK","Stream","PKE","50.349895231","-127.858680604","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39784,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-805400-31000-00000-0000-0000-000-000-000-000-000-000","930-804591-263826-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
2,1432,"CANOE CREEK","Stream","PKE","50.230535823","-127.759426118","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39724,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-780600-00000-00000-0000-0000-000-000-000-000-000-000","930-780304-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
3,1492,"CAPE SCOTT CREEK","Stream","PKE","50.779090496","-128.345975899","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,42429,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-992400-00000-00000-0000-0000-000-000-000-000-000-000","930-990608-702493-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
4,1450,"CAYEGHLE CREEK","Stream","PKE","50.332617219","-127.434480241","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39904,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-847100-00000-00000-0000-0000-000-000-000-000-000-000","930-844739-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
5,2302,"CAYEGHLE SYSTEM","Stream","PKE","50.332617219","-127.434480241","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,44788,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-847100-00000-00000-0000-0000-000-000-000-000-000-000","930-844739-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
6,1456,"COETKWAUS CREEK","Stream","PKE","50.581085954","-127.426950279","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39964,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-870600-00000-00000-0000-0000-000-000-000-000-000-000","930-868081-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
7,1451,"COLONIAL CREEK","Stream","PKE","50.331286246","-127.434229012","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39914,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-847100-01800-00000-0000-0000-000-000-000-000-000-000","930-844739-151593-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
8,1483,"DENAD CREEK","Stream","PKE","50.540250262","-128.00428049","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,42339,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-947100-00000-00000-0000-0000-000-000-000-000-000-000","930-943692-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
9,1490,"DOMINIC CREEK","Stream","PKE","50.688374947","-128.343464359","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,42409,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-984200-00000-00000-0000-0000-000-000-000-000-000-000","930-981608-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
10,1433,"EAST CREEK","Stream","PKE","50.241838895","-127.724637188","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39734,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-782400-00000-00000-0000-0000-000-000-000-000-000-000","930-782106-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
11,1491,"FISHERMAN RIVER","Stream","PKE","50.773431166","-128.34680637","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,42419,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-992000-00000-00000-0000-0000-000-000-000-000-000-000","930-989942-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
12,1466,"GOODSPEED RIVER","Stream","PKE","50.652896919","-128.015599545","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,42169,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-894800-00000-00000-0000-0000-000-000-000-000-000-000","930-892634-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
13,1470,"HATHAWAY CREEK","Stream","PKE","50.586486096","-127.766908889","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,42209,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-903800-00000-00000-0000-0000-000-000-000-000-000-000","930-901428-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
14,1436,"HEAD CREEK","Stream","PKE","50.295538611","-127.717455837","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39764,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-798500-00000-00000-0000-0000-000-000-000-000-000-000","930-797582-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
15,1435,"JIM'S CREEK","Stream","PKE","50.302476886","-127.804221884","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39754,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-795100-00000-00000-0000-0000-000-000-000-000-000-000","930-794126-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
16,1437,"KEITH RIVER","Stream","PKE","50.337516959","-127.869502865","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39774,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-805400-00000-00000-0000-0000-000-000-000-000-000-000","930-804591-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
17,1443,"KEWQUODIE CREEK","Stream","PKE","50.482219422","-127.712599257","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39834,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-830300-00000-00000-0000-0000-000-000-000-000-000-000","930-828422-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
18,1434,"KLASKISH RIVER","Stream","PKE","50.267670757","-127.714714256","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39744,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-784100-00000-00000-0000-0000-000-000-000-000-000-000","930-783609-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
19,1482,"KLAYINA CREEK","Stream","PKE","50.545659382","-127.976749698","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,42329,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-946100-00000-00000-0000-0000-000-000-000-000-000-000","930-942676-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
20,1444,"KLOOTCHLIMMIS CREEK","Stream","PKE","50.484617939","-127.666149686","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39844,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-832000-00000-00000-0000-0000-000-000-000-000-000-000","930-830118-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
21,1475,"KOPRINO RIVER","Stream","PKE","50.508806723","-127.849587234","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,42259,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-925900-00000-00000-0000-0000-000-000-000-000-000-000","930-923008-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
22,1486,"KWATLEO CREEK","Stream","PKE","50.505437969","-128.093472545","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,42369,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-952400-00000-00000-0000-0000-000-000-000-000-000-000","930-949046-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
23,1454,"KWOKWESTA CREEK","Stream","PKE","50.524013783","-127.562237553","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39944,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-862200-00000-00000-0000-0000-000-000-000-000-000-000","930-859111-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
24,1485,"LEESON CREEK","Stream","PKE","50.508202627","-128.082975261","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,42359,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-951900-00000-00000-0000-0000-000-000-000-000-000-000","930-948514-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
25,1471,"LEWIS CREEK","Stream","PKE","50.584782216","-127.701169408","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,42219,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-905900-00000-00000-0000-0000-000-000-000-000-000-000","930-903396-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
26,1440,"MAHATTA CREEK","Stream","PKE","50.457707279","-127.865615499","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39804,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-823900-00000-00000-0000-0000-000-000-000-000-000-000","930-822430-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
27,1455,"MARBLE RIVER","Stream","PKE","50.537763115","-127.518781334","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39954,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-865200-00000-00000-0000-0000-000-000-000-000-000-000","930-862497-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
28,1441,"MONKEY CREEK","Stream","PKE","50.456833556","-127.808544979","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,39814,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-826300-00000-00000-0000-0000-000-000-000-000-000-000","930-824540-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
29,1488,"RONNING CREEK","Stream","PKE","50.590084987","-128.198507278","WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI","50.4993165540857","-127.794715192943","Current","3","PKE-3",3,42389,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-970700-18700-00000-0000-0000-000-000-000-000-000-000","930-968384-258219-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
